,collocation,lemma,rel type,deprel type,count,word 1 count,word 2 count,lemma count,lemma 1 count,lemma 2 count,dice,log-likelihood,translation,tsne_1,tsne_2,origin,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,cluster_agglo
1955,аңшы мылтыққа,аңшы мылтық,propn-propn,nsubj-flat:name,3,8,3,,,,0.545454545,69.75949921,to the hunter gun,2.969125,19.762575,kk,903.0,903.0,903.0,6.0
1956,сатыбалды темірбек,сатыбал темірбек,noun-noun,compound-nmod:poss,3,37,38,,,,0.08,38.53356272,Satd Temirbek,-1.0470632,30.306213,kk,904.0,904.0,904.0,67.0
1957,ахметова анараға,ахметова анара,adj-noun,amod-obj,3,88,10,,,,0.06122449,41.95998197,Akhmetova to Anara,-15.247437,26.358913,kk,905.0,905.0,905.0,91.0
1958,күзет фирмасына,күзет фирма,propn-propn,appos-flat:name,3,14,4,,,,0.333333333,61.29762485,to the security firm,-15.923102,0.98666084,kk,906.0,906.0,906.0,36.0
1959,жалған банкнотқа,жалған банкнот,noun-noun,nmod:poss-obl,3,29,21,,,,0.12,43.83045821,to a fake banknote,24.59182,-16.753881,kk,907.0,907.0,907.0,115.0
1960,майра мелдебекова,майра мелдебеков,propn-propn,nsubj-flat:name,3,51,6,,,,0.105263158,49.20790018,Mayra Meldedbekova,-7.9150553,47.76158,kk,908.0,908.0,908.0,47.0
1961,роман жайлауовқа,роман жайлауов,propn-propn,nmod:poss-flat:name,3,86,4,,,,0.066666667,49.81753957,Roman Zhailauov,-15.820276,30.15344,kk,910.0,910.0,910.0,117.0
1962,нұсқаушы-бақылаушыға,нұсқаушы -бақылаушы,propn-noun,nmod:poss-nmod:poss,3,30,9,,,,0.153846154,49.38272654,To instructor-observer,0.5140597,18.459213,kk,911.0,911.0,911.0,119.0
1963,серік қонақбаевқа,серік қонақбаев,propn-propn,flat:name-flat:name,3,13,5,,,,0.333333333,59.56914207,Serik Konakbayev,-22.554756,33.470623,kk,912.0,912.0,912.0,117.0
1964,балқаш көлі,балқаш көлі,adj-noun,amod-nmod:poss,3,77,19,,,,0.0625,38.42089657,Lake Balkhash,-6.22602,21.856453,kk,913.0,913.0,913.0,119.0
1965,махаббат хикаясында,махаббат хикая,propn-propn,nsubj-flat:name,3,48,3,,,,0.117647059,57.90051179,in a love story,-5.173723,-12.5581045,kk,916.0,916.0,916.0,1.0
1966,динара сұлтан,динара сұлтан,adj-noun,amod-nmod:poss,3,39,19,,,,0.103448276,42.61916786,Dinara Sultan,-24.678352,25.816128,kk,917.0,917.0,917.0,56.0
1967,александр затаевичке,александр затаевич,propn-noun,nmod:poss-nmod:poss,3,43,21,,,,0.09375,41.36044115,Alexander Zatayevich,14.494251,43.92652,kk,918.0,918.0,918.0,5.0
1968,шавкат мирзияевке,шавкат мирзияев,propn-propn,appos-flat:name,3,3,3,,,,1.0,80.34451102,Shavkat Mirziyev,12.324722,46.0935,kk,919.0,919.0,919.0,5.0
1969,жария тыңдауға,жария тыңдау,noun-propn,appos-flat:name,3,72,10,,,,0.073170732,43.18701379,to a public hearing,-1.2969308,7.1457596,kk,920.0,920.0,920.0,57.0
1970,біріккен корольдікке,біріккен корольдік,noun-verb,obl-root,3,86,9,,,,0.063157895,42.86011583,to the United Kingdom,-29.833965,-0.54878825,kk,921.0,921.0,921.0,84.0
1971,санавар закироваға,санавар закирова,noun-verb,nsubj-root,3,52,38,,,,0.066666667,36.41947009,sanavar zakirova,-15.623422,24.50788,kk,922.0,922.0,922.0,91.0
1972,с. сейфуллинге,с. сейфуллин,adj-noun,amod-nsubj,3,10,48,,,,0.103448276,45.68409873,With. Seyfulling,9.6170845,49.42344,kk,923.0,923.0,923.0,5.0
1973,қуаныш кенелге,қуаныш кенел,adj-noun,amod-obj,3,13,78,,,,0.065934066,40.86959568,joy to a moon,9.523791,15.978503,kk,924.0,924.0,924.0,6.0
1974,неке қию,неке қи,noun-noun,nmod:poss-obl,3,11,52,,,,0.095238095,44.51535601,marriage,15.100301,11.987424,kk,925.0,925.0,925.0,26.0
1975,ата-бабаға,ата- баба,noun-propn,nsubj-flat:name,3,40,6,,,,0.130434783,50.71629541,to ancestor,-9.472188,12.844268,kk,926.0,926.0,926.0,57.0
1976,транзиттік әлеуетке,транзиттік әлеует,noun-noun,nmod:poss-nsubj,3,42,19,,,,0.098360656,42.15730618,to transit potential,14.800565,-15.771689,kk,927.0,927.0,927.0,20.0
1977,оқу-тәрбие үрдісіне,оқу-тәрбие үрді,adj-noun,amod-nmod:poss,3,5,92,,,,0.06185567,47.17473703,to the educational process,-11.96679,-15.361525,kk,928.0,928.0,928.0,1.0
1978,ә. кекілбаевқа,ә. кекілбаев,propn-propn,nsubj-flat:name,3,79,3,,,,0.073170732,54.83489179,b. Kekilbayev,-21.52566,34.31447,kk,929.0,929.0,929.0,117.0
1979,шаңырақ шаттыққа,шаңырақ шаттық,propn-propn,obl-flat:name,3,13,3,,,,0.375,66.29920332,Shanyrak to joy,2.096747,20.125898,kk,930.0,930.0,930.0,119.0
1980,инфляциялық процесске,инфляциялық процес,adj-noun,amod-obl,3,27,60,,,,0.068965517,37.68953992,To the inflationary process,22.475948,-10.202657,kk,931.0,931.0,931.0,2.0
1981,асқар исабекұльға,асқар исабекұль,adj-noun,amod-obl,3,9,83,,,,0.065217391,43.07698066,Askar Isabekuly,-8.647879,28.978846,kk,932.0,932.0,932.0,104.0
1982,қадыр мырзалиевке,қадыр мырзалиев,propn-propn,appos-flat:name,3,49,3,,,,0.115384615,57.77280402,To Kadyr Myrzaliev,-12.199482,31.574844,kk,933.0,933.0,933.0,32.0
1983,қоңыр көмірге,қоңыр көмір,adj-noun,amod-nsubj,3,80,16,,,,0.0625,39.31825027,to brown coal,25.479378,17.0715,kk,934.0,934.0,934.0,26.0
1984,азат машабаевқа,азат машабаев,propn-propn,flat:name-flat:name,3,4,4,,,,0.75,71.34715148,Azat Mashabayev,-23.597122,33.25412,kk,936.0,936.0,936.0,117.0
1985,цифрлық қолтаңбаға,цифрлық қолтаңба,propn-propn,flat:name-flat:name,3,8,3,,,,0.545454545,69.75949921,to a digital signature,0.89068145,9.216686,kk,937.0,937.0,937.0,118.0
1986,кавказ транспортқа,кавказ транспорт,noun-noun,nmod:poss-nsubj,3,3,28,,,,0.193548387,61.27652343,Caucasus transport,18.27908,-10.390692,kk,938.0,938.0,938.0,2.0
1987,әбдікерұлы қайыпов,әбдікерұль қайыпов,propn-propn,appos-flat:name,3,3,10,,,,0.461538462,68.12722499,Abdikerovich Kaipov,-11.866159,40.150925,kk,939.0,939.0,939.0,47.0
1988,ла хойя,ла хойя,propn-noun,nmod:poss-nsubj,3,15,32,,,,0.127659574,45.42113684,La Hoya,10.646835,39.058174,kk,940.0,940.0,940.0,46.0
1989,алмасхан ахметжановқа,алмасхан ахметжанов,propn-noun,nmod:poss-obj,3,12,77,,,,0.06741573,41.49758587,Almashan Akhmetzhanov,-17.62978,37.32417,kk,942.0,942.0,942.0,53.0
1990,шалқар радиоға,шалқар радио,propn-propn,root-flat:name,3,8,5,,,,0.461538462,63.02941025,to the radio radio,1.2258986,20.311073,kk,943.0,943.0,943.0,119.0
1991,максим споткайға,максим споткай,propn-propn,appos-flat:name,3,3,4,,,,0.857142857,75.84582987,Maxim Slotkaiғa,12.282936,19.035753,kk,944.0,944.0,944.0,6.0
1992,2030 стратегиясына,2030 стратегия,noun-noun,compound-nsubj,3,14,14,,,,0.214285714,51.24837535,To the strategy of 2030,-17.73518,-0.82691514,kk,945.0,945.0,945.0,36.0
1993,мақсұт жұмаевқа,мақсұт жұмаев,propn-propn,nsubj-flat:name,3,7,3,,,,0.6,70.78379757,Maksut to Zhumayev,-7.5621915,28.593246,kk,946.0,946.0,946.0,104.0
1994,аманжан жамалов,аманжан жамалов,propn-propn,nmod:poss-nmod:poss,3,5,7,,,,0.5,64.05370307,Amanzhan Zhamalov,-7.1658587,41.91391,kk,947.0,947.0,947.0,47.0
1995,киік мүйізге,киік мүйіз,noun-propn,flat:name-flat:name,3,47,3,,,,0.12,58.03099799,to a whales horn,8.795283,18.101204,kk,948.0,948.0,948.0,6.0
1996,томас шэннонға,томас шэннон,propn-propn,appos-flat:name,3,3,4,,,,0.857142857,75.84582987,To Thomas Shaannon,8.04069,30.322046,kk,949.0,949.0,949.0,67.0
1997,чарльз мэнсонға,чарльз мэнсон,propn-verb,nsubj-obj,3,15,38,,,,0.113207547,44.34309217,charlz Manson,7.378147,30.336946,kk,950.0,950.0,950.0,67.0
1998,г. тұржігітовқа,г. тұржігітов,propn-propn,nsubj-flat:name,3,6,3,,,,0.666666667,72.02674485,г. to Turzhigitov,-21.340961,36.91685,kk,951.0,951.0,951.0,53.0
1999,алдыоңғаров сайрагүлге,алдыоңғаров сайрагүл,propn-propn,nsubj-flat:name,3,11,3,,,,0.428571429,67.45355342,Preyohngarov Sayragul,-16.13892,32.517834,kk,952.0,952.0,952.0,117.0
2000,қарлығаш ұяға,қарлығаш ұя,propn-propn,flat:name-flat:name,3,50,3,,,,0.113207547,57.64775877,swallow to the nest,-3.0275457,24.253244,kk,953.0,953.0,953.0,119.0
2001,кит бристоуға,кит бристоу,propn-propn,nsubj-flat:name,3,46,3,,,,0.12244898,58.16438623,Keith Bristow,6.2592735,28.328945,kk,954.0,954.0,954.0,67.0
2002,мақпал тәжмағамбетовқа,мақпал тәжмағамбетов,propn-propn,nsubj-flat:name,3,10,4,,,,0.428571429,63.62856323,To Makpal Tazhmagambetov,-15.966162,37.375973,kk,955.0,955.0,955.0,53.0
2003,ахмет иасауидың,ахмет иасауи,propn-propn,flat:name-flat:name,3,3,3,,,,1.0,80.34451102,silly Iasaui,-18.741756,24.619635,kk,956.0,956.0,956.0,91.0
2004,абзал құспанға,абзал құспан,propn-propn,nsubj-flat:name,3,3,14,,,,0.352941176,65.79627553,To Abzal Smarter,5.221346,23.3297,kk,957.0,957.0,957.0,67.0
2005,ирина сорокина,ирина сорокина,noun-noun,compound-compound,3,23,26,,,,0.12244898,43.93740425,Irina Sorokina,8.899528,42.319614,kk,958.0,958.0,958.0,46.0
2006,бахыткуль карабековке,бахыткуль карабеков,noun-propn,nsubj-flat:name,3,35,3,,,,0.157894737,59.86891823,Bakhtkul Karabakovka,12.542806,46.735683,kk,959.0,959.0,959.0,5.0
2007,атом спиртіне,атом спирт,propn-propn,nsubj-flat:name,3,3,7,,,,0.6,70.78379757,to atom's alcohol,34.33627,4.73642,kk,961.0,961.0,961.0,55.0
2008,в. ярузельскийге,в. ярузельский,propn-propn,nsubj-flat:name,3,18,3,,,,0.285714286,64.1243075,V. Yaruzelsky,10.128393,48.817818,kk,962.0,962.0,962.0,5.0
2009,эмине ердоғаға,эмине ердоға,adj-noun,amod-nmod:poss,3,5,13,,,,0.333333333,59.56914207,Erdoğ to Erdoğan,1.1761531,28.534403,kk,964.0,964.0,964.0,67.0
2010,динара мыңжамаққа,динара мыңжамақ,propn-noun,nmod:poss-nmod:poss,3,3,23,,,,0.230769231,62.53274177,Dinara to the millennac,3.8094957,24.970665,kk,965.0,965.0,965.0,67.0
2011,эпидемиологиялық салауаттылық,эпидемиологиялық салауаттылық,adj-noun,amod-nsubj,3,37,10,,,,0.127659574,47.30414843,Epidemiological well-being,6.407181,-11.186923,kk,966.0,966.0,966.0,63.0
2012,вирусты гепатитке,вирусты гепатит,propn-noun,nmod:poss-nsubj,3,15,34,,,,0.12244898,45.03983399,to the viral hepatitis,14.292097,-3.8409271,kk,967.0,967.0,967.0,83.0
2013,шексіз шарапатқа,шексіз шарапат,propn-propn,nsubj-flat:name,3,25,3,,,,0.214285714,61.99826146,to an infinite wine,2.7036045,14.702809,kk,969.0,969.0,969.0,118.0
2014,шанхай биржасына,шанхай биржа,propn-propn,appos-flat:name,3,19,6,,,,0.24,55.45270951,to the Shanghai stock exchange,-29.477127,-13.673052,kk,970.0,970.0,970.0,7.0
2015,көмір өнеркәсібіне,көмір өнеркәсік,propn-propn,nsubj-flat:name,3,54,6,,,,0.1,48.85478011,To the coal industry,17.72727,-32.8966,kk,971.0,971.0,971.0,35.0
2016,әлия егізбекова,әлия егізбеков,propn-propn,nsubj-flat:name,3,16,3,,,,0.315789474,64.90202894,Aliya Emirbekova,-9.376001,47.460392,kk,972.0,972.0,972.0,47.0
2017,балуан шолаққа,балуан шолақ,noun-noun,compound-nmod:poss,3,26,10,,,,0.166666667,49.53105885,Baluan Shols,2.236451,22.469757,kk,973.0,973.0,973.0,67.0
2018,мұхтар ниязовқа,мұхтар ниязов,propn-noun,nmod:poss-nmod:poss,3,3,9,,,,0.5,68.887256,Mukhtar Niyazov,-13.795212,29.330034,kk,974.0,974.0,974.0,32.0
2019,жандарбек бұлғақовқа,жандарбек бұлғақов,noun-noun,nmod:poss-nsubj,3,8,26,,,,0.176470588,51.1632056,Zhandarbek Bullakov,-3.5312788,28.168337,kk,975.0,975.0,975.0,104.0
2020,рогун гэс-ке,рогун гэс,adj-noun,amod-obl,3,30,4,,,,0.176470588,56.34092629,rogun ges-ke,10.514756,38.607754,kk,977.0,977.0,977.0,46.0
2021,пайыздық мөлшерлемемен,пайыздық мөлшерле,noun-noun,nmod:poss-obj,3,54,5,,,,0.101694915,50.44228827,with interest rate,21.921783,-14.041338,kk,980.0,980.0,980.0,115.0
2022,өріс индукциясына,өріс индукция,adj-noun,amod-nsubj,3,3,15,,,,0.333333333,65.33243832,to the field induction,24.09094,-10.804445,kk,983.0,983.0,983.0,2.0
2023,тұз қышқылына,тұз қышқыл,adj-noun,amod-nsubj,3,19,13,,,,0.1875,49.72547836,to a hydrochloric acid,31.751135,3.3497012,kk,984.0,984.0,984.0,55.0
2024,күкірт қышқылына,күкірт қышқыл,noun-noun,compound-nmod:poss,3,24,6,,,,0.2,53.94195171,to sulfuric acid,32.355194,2.8210008,kk,985.0,985.0,985.0,55.0
2025,әуе-реактивті қозғалтқыш,әуе-реактивті қозғалтқыш,noun-noun,compound-obl,3,3,50,,,,0.113207547,57.64775877,Air-jet engine,29.930786,-0.5989036,kk,986.0,986.0,986.0,55.0
2026,күлия айдарбекова,күлия айдарбеков,propn-propn,flat:name-flat:name,3,3,6,,,,0.666666667,72.02674485,Kulia Aidarbekova,-8.7560425,46.999615,kk,987.0,987.0,987.0,47.0
0,lotion corporelle,lotion corporelle,noun-adj,nmod-amod,3,4,6,0.0,4.0,0.0,0.0,-inf,bodily lotion,,,fr,,,,
1,but lucratif,but lucratif,noun-adj,nmod-amod,3,141,8,3.0,166.0,8.0,0.0344827586206896,41.01787914335728,lucrative,,,fr,,,,
2,volets roulants,volets roulants,noun-adj,nmod-amod,9,23,14,0.0,0.0,0.0,0.0,-inf,roller shutters,,,fr,,,,
4,développement durable,développement durable,noun-adj,nmod-amod,27,233,62,27.0,243.0,75.0,0.1698113207547169,348.4681877680123,sustainable development,,,fr,,,,
5,nouvel album,nouvel album,adj-noun,amod-nmod,11,86,69,0.0,4.0,89.0,0.0,-inf,new album,,,fr,,,,
6,personnes concernées,personnes concernées,noun-verb,nmod-acl,5,420,16,0.0,0.0,0.0,0.0,-inf,people concerned,,,fr,,,,
8,dutilisation politique,dutilisation politique,adj-noun,amod-nmod,3,59,253,3.0,60.0,320.0,0.0157894736842105,23.85535218939185,political,,,fr,,,,
10,accord dutilisation,accord dutilisation,noun-noun,root-nmod,3,46,59,3.0,70.0,60.0,0.0461538461538461,33.04464252665639,User agreement,,,fr,,,,
11,cookies plan,cookies plan,noun-noun,nmod-nmod,3,115,183,0.0,10.0,234.0,0.0,-inf,cookies plan,,,fr,,,,
12,vie quotidienne,vie quotidienne,noun-adj,nmod-amod,12,557,27,0.0,572.0,0.0,0.0,-inf,daily life,,,fr,,,,
13,nouvel an,nouvel an,adj-noun,amod-nmod,9,86,128,0.0,4.0,846.0,0.0,-inf,the news,,,fr,,,,
17,wifi gratuite,wifi gratuite,propn-adj,appos-amod,4,51,65,0.0,51.0,5.0,0.0,-inf,free wifi,,,fr,,,,
19,new york,new york,propn-propn,nmod-flat:name,29,72,32,29.0,80.0,32.0,0.5178571428571429,532.787507597357,new york,,,fr,,,,
20,prime video,prime video,propn-propn,flat:name-flat:name,3,37,38,3.0,41.0,38.0,0.0759493670886076,39.17455231770873,prime video,,,fr,,,,
24,porte blindée,porte blindée,noun-verb,nmod-acl,7,169,9,0.0,152.0,0.0,0.0,-inf,armored door,,,fr,,,,
25,vente terrain,vente terrain,noun-noun,nmod-nmod,6,244,139,6.0,317.0,156.0,0.0253699788583509,44.68539859727025,land sale,,,fr,,,,
26,milliards deuros,milliards deuros,noun-noun,obj-nmod,21,84,70,0.0,0.0,0.0,0.0,-inf,billions ofuros,,,fr,,,,
27,bas prix,bas prix,adj-noun,amod-nmod,4,95,536,4.0,131.0,536.0,0.0119940029985007,23.74488433077932,low price,,,fr,,,,
28,littérature russe,littérature russe,noun-adj,nmod-amod,3,43,30,3.0,44.0,51.0,0.0631578947368421,36.90782962739468,Russian literature,,,fr,,,,
29,lagriculture biologique,lagriculture biologique,noun-adj,obl:arg-amod,9,38,26,9.0,38.0,39.0,0.2337662337662337,141.36791487038136,Organic farming,,,fr,,,,
30,service client,service client,noun-noun,nmod-nmod,19,376,144,23.0,690.0,343.0,0.0445304937076476,162.181468449533,service client,,,fr,,,,
32,violences conjugales,violences conjugales,noun-adj,obl:mod-amod,3,25,3,0.0,0.0,0.0,0.0,-inf,domestic violence,,,fr,,,,
33,san francisco,san francisco,propn-propn,flat:name-flat:name,11,31,13,11.0,36.0,13.0,0.4489795918367347,215.23568184673783,san francisco,,,fr,,,,
34,location appartement,location appartement,noun-noun,nmod-nmod,8,158,115,10.0,179.0,140.0,0.0626959247648902,98.88301733881237,Rental Apartment,,,fr,,,,
35,haute performance,haute performance,adj-noun,amod-nmod,8,150,90,0.0,9.0,130.0,0.0,-inf,haute performance,,,fr,,,,
36,nintendo sony,nintendo sony,propn-propn,flat:name-flat:name,3,21,19,3.0,21.0,19.0,0.15,47.82836418226361,nintendo sony,,,fr,,,,
37,sony leapster,sony leapster,propn-propn,flat:name-flat:name,3,19,3,3.0,19.0,3.0,0.2727272727272727,65.05260498821735,sony leapster,,,fr,,,,
40,lassemblée générale,lassemblée générale,noun-adj,nmod-amod,9,34,89,0.0,33.0,2.0,0.0,-inf,The general assembly,,,fr,,,,
42,journée mondiale,journée mondiale,noun-adj,nsubj-amod,5,205,47,0.0,252.0,6.0,0.0,-inf,World Day,,,fr,,,,
43,dintérêt général,dintérêt général,adj-adj,amod-amod,5,28,168,5.0,37.0,293.0,0.0303030303030303,51.02900218963623,general interest,,,fr,,,,
45,nouveau système,nouveau système,adj-noun,amod-obj,10,438,298,10.0,1275.0,366.0,0.012187690432663,40.40958843752742,new system,,,fr,,,,
47,haute qualité,haute qualité,adj-noun,amod-nmod,39,150,404,0.0,9.0,429.0,0.0,-inf,high quality,,,fr,,,,
48,millions deuros,millions deuros,noun-noun,nmod-nmod,39,174,70,0.0,0.0,0.0,0.0,-inf,million euros,,,fr,,,,
50,voie verte,voie verte,noun-adj,nmod-amod,4,69,38,0.0,96.0,2.0,0.0,-inf,greenway,,,fr,,,,
51,conseil général,conseil général,noun-adj,nmod-amod,8,199,168,8.0,324.0,293.0,0.0259319286871961,53.76680042594671,general council,,,fr,,,,
53,salle deau,salle deau,noun-noun,nmod-nmod,16,198,90,16.0,247.0,95.0,0.0935672514619883,177.157135091722,shower room,,,fr,,,,
